n,obras,autor,fecha,medio,tecnica,material,alto,ancho,fuente,descripcion,periodo,region,pais,camino,id,modelo,repositorio,procedencia,atributoCarguero,accionCarguero,atributoCargado,numeroCargueros,direccionMiradaCarguero,direccionMiradaCargado,direccionCargado,generoCargado,figura/fondo,genero,soporte,otros,src
82,Logo de la Academia de Historia del Quindío,Academia de Historia del Quindío,2020,Cartel digital,Logo,digital,NA,NA,Tomado del blog de la Academia de Historia del Quindío,Logo de la Academia de Historia del Quindío. Usa el modelo de un carguero que se encuentra en el relato de Edward André que lleva la silla vacía.,1991 - 2020,Montañas andinas,Colombia,Quindío,15MrT50WBoSaUHwWy5hX-OBANzYyFGdNv,andre,http://academiadehistoriadelquindio.blogspot.com/,Colombia,baston,caminando,,1,abajo,NA,NA,NA,figura,logo,digital,false,72.png
83,Colombia de Reojo,Santiago Hacker,2014,Fotografía,Serie fotográfica,film,NA,NA,Fotografía tomada por Juan Felipe Urueña,"Santiago Harker siguió los pasos de la Comisión Corográfica. Tomando fotografias que establcen correspondencias visuales, temáticas y geográficas con las láminas de la Comisión Corográfica ",1991 - 2020,Montañas andinas,Colombia,Quindío,12e76-xv8qAWJzpsY2duDmEf09gdQwMTO,corografica,https://villegaseditores.com/products/colombia-de-reojo?_pos=1&_sid=7c71fcc8f&_ss=r,Colombia,baston,ascendiendo,sombrero,1,abajo,frente,atras,masculino,figura,arte,fotografia,false,73.png
84,La sombra del caminante,Ciro Guerra (Director),2004,Película,Largometraje argumental,film,NI,NI,"Proimágenes, 2004","Película de Ciro Guerra que actualiza la fábula del Ciengo y el paralítico y la mezcla con la figura del carguero. En  este  film,  los  personajes  principales  son  dos  desplazados  que  están  buscando en Bogotá mejores condiciones de vida. En este caso, la capital de la re-pública puede interpretarse como la representación del destino, del ascenso al que se  dirige  todo  caminante  que  ha  sido  desplazado  de  su  tierra.  Una  vez  llegan  a  su  destino,  los  personajes  de  la  película  sienten  la  incomodidad  de  no  poder  realizar  sus aspiraciones. Uno de ellos no encuentra trabajo y el otro no puede alejarse de los fantasmas de su pasado. El victimario y la víctima se encuentran, y con la metáfora del carguero y del ciago y el pralítico se hacen uno en su trasegar por la ciudad. Un recorrido de ascenso que sin embargo termina convirtiéndose en un retorno al círculo vicioso de la violencia.",1991 - 2020,Montañas andinas,Colombia,Bogotá,1rMF9KBv8NM0ELTs13P58D_QNtFOoOfFt,ciegoParalitico,https://www.proimagenescolombia.com//secciones/cine_colombiano/peliculas_colombianas/pelicula_plantilla.php?id_pelicula=274,Colombia,sombrilla,caminando,baston,1,abajo,frente,atras,masculino,figura,arte,pelicula,false,74.png
85,Carguero. Rappi,Luis Fernando Medina. #Luscus,2019,Fotomontaje,Calcomanía,papel,NI,NI,Paro nacional de noviembre de 2019,"Fotomontaje distribuido como calcomanía que muestra la gramática espacial del arriba/abajo, el cargador y cargado, y su potencial para hacer sátira social. En este caso se refiere a las condiciones de en que son contratados los mensajeros de la Aplicación para domicilios Rapi. Una difundida matriz de opinión relaciona estas actividades con explotación laboral o trabajo esclavo moderno. Los mensajeros no son formalmente contratados y por esta razón no tiene derecho a seguridad social. ",1991 - 2020,Montañas andinas,Colombia,Bogotá,1MQO11FW5lEpEBLE4878keO6yvditMN2u,andre,,Colombia,baston,ascendiendo,objetos,1,abajo,NA,NA,NA,figura,opinion,lamina,false,75.png
86,Meme,Anónimo,2019,Fotomontaje,Meme,digital,NI,NI,Twitter,"Meme que muestra la gramática espacial del arriba/abajo, el cargador y cargado, y su potencial para hacer sátira social.",1991 - 2020,Montañas andinas,Colombia,Bogotá,14XmDbgXATQyUCy1wcVDcUT-0dOL7RSeN,andre,,Colombia,baston,ascendiendo,sombrero,1,abajo,frente,atras,masculino,figura,opinion,digital,false,76.png
87,El paso del Quindío,Alejandro Gaviria,2010,Artículo de prensa,Artículo de opinión,Artículo de opinión,NA,NA,El Espectador 11 Dic. 2010.,Alejandro Gaviria usa a los cargueros y su travesía por el paso del Quindío como metáfora para discutir sobre la lentitud de la ejecución de las obras públicas en Colombia,1991 - 2020,Montañas andinas,Colombia,Quindío,1Yr_9AuVzF3QBJPcSyWEJ9yTjMr_a5JiP,NA,https://www.elespectador.com/opinion/columnistas/alejandro-gaviria/el-paso-del-quindio-column-239854/,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,figura,opinion,prensa,false,77.png
88,Reacciones de tuiteros,"Madame Simone, Laura Quintana, Lucas Ospina, Roberto Angulo",2019,Tweet,Tweet,digital,NA,NA,Twitter,Tuiteros reaccionan ante un video en el que la senadora del Centro Democrático María del Rosario Guerra paga a un transeunte para que la cargue a través de una calle innundada,1991 - 2020,Montañas andinas,Colombia,Bogotá,19focKSNn9PRzDqWD_ouHvVEee_dNHep5,andre,https://www.proimagenescolombia.com//secciones/cine_colombiano/peliculas_colombianas/pelicula_plantilla.php?id_pelicula=274,Colombia,sombrilla,cruzando,sombrero,1,frente,NA,adelante,femenino,figura,opinion,digital,false,78.png
89,Paso del Quindío I,José Alejandro Restrepo,1992,Video,Videoinstalación,digital,NA,NA,"Colección de arte del Banco de la República, AP4367","El artista se refiere a su obra en la entrevista “Historias del paisaje durante la colonización de América” publicada en el MOMA hecha por Madeline Murphy Turner (https://www.moma.org/magazine/articles/430): “Durante los años 90 estuve interesado en la figura de los viajeros europeos, en sus grabados y crónicas. Particularmente la figura de Alexander von Humboldt me pareció interesante por su condición interdisciplinar, sus diarios y libros, por su espíritu de caminante. En el siglo XIX hubo cientos de científicos humanistas, emisarios de los imperios coloniales y aventureros despistados, así como recorridos, intensidades, maneras de viajar, que varían según el viajero; pero en cualquiera de sus modalidades, las crónicas y grabados que dejaron constituyen documentos fascinantes de lo que vieron y representaron (mucho de lo cual tristemente no existe ya, por los dramáticos daños ecológicos de la deforestación, la minería extractiva, etc.). Hice varios viajes siguiendo los trayectos de Humboldt, los grabé en video y organicé los materiales en función de una instalación. (…) La forma básica piramidal de la instalación es una síntesis de la montaña. Los diferentes momentos del video son los estadios durante el ascenso: desde los 800 metros sobre el nivel del mar aproximadamente hasta las zonas más elevadas llamadas “páramos”, a 3500 metros. (…) Un gran juego de la historia es quién se ampara de las reglas de representación y de interpretación. Paso del Quindío es el resultado de un juego de muñecas rusas: Humboldt hace personalmente un boceto en 1801; casi 10 años más tarde se lo entrega a Joseph Anton Koch para que en Roma haga un dibujo definitivo y éste a su vez se lo entrega a Christian Friedrich Traugott Duttenhofer para que en Stuttgart haga un grabado. El mismo Humboldt participó activando su memoria y su criterio compositivo dando instrucciones precisas: poner aquí un tronco caído con orquídeas aquí y allá, plantas a contraluz en primer plano, etc. El grabado final publicado en Vues des cordillères et monuments des peuples indigènes de l´Amerique (1810) es un palimpsesto, un bricolaje, un asunto de montaje.(…) En toda la iconografía (grabados y dibujos), así como en las crónicas legadas por los viajeros del siglo XIX por Colombia, es muy común la presencia del carguero. Se trataba generalmente de indígenas, más tarde negros y mulatos, que cargaban a sus espaldas a personas que no podían sortear peligrosos y largos trayectos. Sobre sillas en guadua, con espaldar a 60 grados, cargaban hasta 90 kilos en viajes que duraban hasta 20 días. Las rutas acostumbradas incluían el mítico Paso del Quindío para atravesar la cordillera central en Colombia. En la instalación no figura el grabado, aunque este año, en 2020, en el Museo del Quai Branly de París, sí vamos a mostrarlo en físico en una exposición que se llama Á toi appartient le regard (...) La liaison infinie entre les choses por iniciativa de la curadora Christine Barthe.",1991 - 2020,Montañas andinas,Colombia,Quindío,1m1z1Ofehl0K-ddtXuua1VgdrY8joPPh7,humboldt,https://www.banrepcultural.org/coleccion-de-arte/obra/paso-del-quindio-i-ap4367,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,paisaje,arte,video,false,94.jpg
90,Paso del Quindío II,José Alejandro Restrepo,1999,Video,Videoinstalación,digital,NA,NA,"José Alejandro Restrepo, “Viajes paradójicos”, Arte y etnografía. De artistas, textos, contextos, mapeos y paseantes, editado por Pedro Pablo Gómez, (Bogotá: Universidad Distrital,  2007) 45-52","El artista se refiere a su obra en la entrevista “Historias del paisaje durante la colonización de América” publicada en el MOMA hecha por Madeline Murphy Turner (https://www.moma.org/magazine/articles/430): Paso del Quindío II es una video instalación de 1999 que surge del encuentro con quizás el último de los cargueros. En la Serranía del Baudó, en el departamento del Chocó en la costa pacífica colombiana, subsistía una familia que aún ejercía este oficio. Avelino Hinestroza (ya fallecido), último de los cargueros, es la persona encargada del transporte de carga y pasajeros por uno de los pocos pasos terrestres entre el interior y la costa, un temible trayecto de selvas intrincadas y adustas montañas de gran importancia geopolítica: el viejo sueño de unir los dos litorales y la actual lucha territorial entre paramilitares, militares y guerrilla. Conocer a Avelino, corroboró intuiciones despertadas por viejas crónicas y actualizó una pregunta importante: en realidad, ¿quién carga a quién? ¿Es el que está arriba el que siempre ejerce el poder? Así lo anota Humboldt en sus diarios: Dado lo afeminado de los americanos, el que no quiere caminar a pie, se hace cargar. (...) Se dice montar sobre gente como sobre caballos; andar en carguero, como andar en bestia. (...) El silletero camina infinitamente recto y erguido, mientras que el cargado, atrás, recostado, presenta una miserable y desamparada figura. (...) Se tiene que estar muy convencido de la habilidad con la que caminan los silleros para no acobardarse en la silla. (...) Muchas veces el carguero hace vueltas durante las cuales la silla está suspendida por varios minutos sobre un profundo precipicio.(...) Hay gente que comete la barbaridad de espolear con tacones a los cargueros, como si fueran animales; pero ellos saben bien cómo vengarse por cuanto muchas veces abandonan las sillas y personas en la cordillera, y huyen.(2) Como [Michel] Foucault lo cartografió en diferentes instancias: el poder se define por singularidades. Se trata de una relación de fuerzas que puede pasar tanto por los ""dominadores"" como por los ""dominados"". El estado y el momento del poder son siempre locales e inestables. La dialéctica amo-esclavo ignora la naturaleza de las fuerzas en juego. Por eso no ve las paradojas y reversibilidades y se contenta con una engañosa visibilidad. También se puede consultar: José Alejandro Restrepo, “Viajes paradójicos”, Arte y etnografía. De artistas, textos, contextos, mapeos y paseantes, editado por Pedro Pablo Gómez, (Bogotá: Universidad Distrital,  2007) 45-52",1991 - 2020,Montañas andinas,Colombia,Chocó,11debZcQW6za9XbN_LxMkkNJ2-HxRMdGZ,NA,http://www.colarte.com/colarte/foto.asp?ver=1&idfoto=330895,Colombia,baston,caminando,botas,1,abajo,frente,atras,femenino,figura,arte,video,false,79.png
91,De la serie El Paso del Quindío II,José Alejandro Restrepo,1999,Grabado,Xilografía,fotografía de video,NA,NA,"Colección de arte del Banco de la República, AP3672","El artista se refiere a su obra en la entrevista “Historias del paisaje durante la colonización de América” publicada en el MOMA hecha por Madeline Murphy Turner (https://www.moma.org/magazine/articles/430): Paso del Quindío II es una video instalación de 1999 que surge del encuentro con quizás el último de los cargueros. En la Serranía del Baudó, en el departamento del Chocó en la costa pacífica colombiana, subsistía una familia que aún ejercía este oficio. Avelino Hinestroza (ya fallecido), último de los cargueros, es la persona encargada del transporte de carga y pasajeros por uno de los pocos pasos terrestres entre el interior y la costa, un temible trayecto de selvas intrincadas y adustas montañas de gran importancia geopolítica: el viejo sueño de unir los dos litorales y la actual lucha territorial entre paramilitares, militares y guerrilla. Conocer a Avelino, corroboró intuiciones despertadas por viejas crónicas y actualizó una pregunta importante: en realidad, ¿quién carga a quién? ¿Es el que está arriba el que siempre ejerce el poder? Así lo anota Humboldt en sus diarios: Dado lo afeminado de los americanos, el que no quiere caminar a pie, se hace cargar. (...) Se dice montar sobre gente como sobre caballos; andar en carguero, como andar en bestia. (...) El silletero camina infinitamente recto y erguido, mientras que el cargado, atrás, recostado, presenta una miserable y desamparada figura. (...) Se tiene que estar muy convencido de la habilidad con la que caminan los silleros para no acobardarse en la silla. (...) Muchas veces el carguero hace vueltas durante las cuales la silla está suspendida por varios minutos sobre un profundo precipicio.(...) Hay gente que comete la barbaridad de espolear con tacones a los cargueros, como si fueran animales; pero ellos saben bien cómo vengarse por cuanto muchas veces abandonan las sillas y personas en la cordillera, y huyen.(2) Como [Michel] Foucault lo cartografió en diferentes instancias: el poder se define por singularidades. Se trata de una relación de fuerzas que puede pasar tanto por los ""dominadores"" como por los ""dominados"". El estado y el momento del poder son siempre locales e inestables. La dialéctica amo-esclavo ignora la naturaleza de las fuerzas en juego. Por eso no ve las paradojas y reversibilidades y se contenta con una engañosa visibilidad.",1991 - 2020,Montañas andinas,Colombia,Chocó,1m8wZiSYhC4m8qypNziR7JW-kg8OYJ2pI,NA,https://www.banrepcultural.org/coleccion-de-arte/obra/de-la-serie-paso-del-quindio-ii-ap3672,Colombia,baston,caminando,botas,1,abajo,frente,atras,femenino,figura,arte,fotografia,false,96.jpg
92,"Afiche exposición de arte La naturaleza de las cosas: Humboldt, idas y venidas",Halim Badawi (Curador),2019,Cartel digital,Afiche publicitario,digital,NA,NA,"Museo de Arte, Universidad Nacional de Colombia",,1991 - 2020,Montañas andinas,Colombia,Bogotá,1911S3GbVCdJczd2aoMpTF4WFu0TwltO2,torres,https://www.youtube.com/watch?v=w5rcUiGKtcc,Colombia,baston,descendiendo,sombrero,1,abajo,frente,atras,femenino,figura,arte,video,false,80.png
93,El reverso oscuro de la ciencia ilustrada. La naturaleza de las cosas: Humboldt idas y venidas.,Felipe Sánchez Villareal,2019,Artículo de prensa,Reseña Exposición de arte,digital,NA,NA,"Semana 9 de mayo, 2019",,1991 - 2020,Montañas andinas,Colombia,Bogotá,1ERA3Xdj5nehBW_fJBTyw2XpTyxL_T5Yx,torres,https://www.semana.com/arte/articulo/el-reverso-oscuro-de-la-ciencia-ilustrada-la-naturaleza-de-las-cosas-humboldt-idas-y-venidas/75407/,Colombia,baston,descendiendo,sombrero,1,abajo,frente,atras,femenino,figura,opinion,prensa,false,81.png
94,El carguero,Jean Lucumi,2019,Performance,Performance de larga duración,cuerpo,NA,NA,Laboratorio de creación Experimenta SUR 2019,"Estas son las palabras del artista: '(…) Con esto recuerdo que alguien me pregunto si esa labor del carguero aún existía, mi respuesta fue que sí, cada persona que trabaja en una constructora y lleva sobre sus hombros bultos de cemento es un carguero, cada persona que ayuda a descargar bultos de comida en una plaza de mercado, por una paga que no es muy buena es un carguero, no lo mal entiendan, no estoy des-meritando la labor del carguero, es más un asunto de encontrar la manera de narrarlo sin ponerlo a repetir la lógica colonial de cosificarlo y validarlo desde eso que se espera soporte con su cuerpo'.",1991 - 2020,Montañas andinas,Colombia,Bogotá,1iZTFWC3LmOZ8XQMG3LXx26mJP5yGDYUE,NA,https://vimeo.com/336947635,Colombia,libro,caminando,libro,1,abajo,NA,NA,NA,figura,arte,performance,false,82.png
